,Unnamed: 0,ckiptagger,pkuseg,fastHan,PyNLPIR,stanza,spacy,ltp,jiagu,lac,snownlp,target,char,pymorphy,rus
5481,5481,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,身,NPRO,кем
5482,5482,LC,NN,LC,NN,NN,NN,NN,NN,NN,NN,LC,上,LC,над
5483,5483,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,做,,
5484,5484,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,实,,
5485,5485,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,验,,
5486,5486,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,？,PU,?
5487,5487,AD,VV,AD,VV,VV,AD,VV,VV,VV,VV,AD,不,CONJ,то
5488,5488,VV,VV,VV,VV,VV,AD,VV,VV,VV,VV,VV,知,CONJ,то
5489,5489,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,CONJ,то
5490,5490,VV,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,注,VV,следит
5491,5491,VV,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,视,VV,следит
5492,5492,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,思,NN,идей
5493,5493,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,想,NN,идей
5494,5494,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,NOUN,идей
5495,5495,NN,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,发,NN,развитием
5496,5496,NN,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,展,NN,развитием
5497,5497,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,","
5498,5498,VV,CC,CC,CC,AD,CC,CC,AD,AD,AD,CC,还,CC,то
5499,5499,VC,CC,CC,CC,AD,CC,CC,AD,AD,VV,CC,是,CC,то
5500,5500,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,留,,
5501,5501,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,意,,
5502,5502,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,活,ADJF,живыми
5503,5503,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,NN,人,ADJF,живыми
5504,5504,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,ADJF,живыми
5505,5505,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,命,NN,судьбами
5506,5506,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,运,NN,судьбами
5507,5507,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,？,PU,?
5508,5508,VV,PN,AD,AD,P,AD,PN,PN,PN,PN,AD,为,AD,зачем
5509,5509,NN,PN,AD,AD,PN,AD,PN,PN,PN,PN,AD,什,AD,зачем
5510,5510,NN,PN,AD,AD,PN,AD,PN,PN,PN,PN,AD,么,AD,зачем
5511,5511,NN,PN,VV,DT,PN,VV,PN,PN,PN,PN,VV,这,CONJ,так
5512,5512,NN,PN,VV,DT,PN,VV,PN,PN,PN,PN,VV,样,CONJ,так
5513,5513,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,？,PU,?
5514,5514,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,PN,я
5515,5515,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,不,PRCL,не
5516,5516,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,愿,VV,хотел
5517,5517,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,意,VV,хотел
5518,5518,IJ,PN,VV,DT,PN,VV,PN,PN,PN,PN,VV,这,NPRO,этого
5519,5519,IJ,PN,VV,DT,PN,VV,PN,PN,PN,PN,VV,样,NPRO,этого
5520,5520,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,！,PU,!
5521,5521,DT,AD,AD,AD,AD,AD,AD,VA,AD,AD,AD,同,PRCL,тоже
5522,5522,NN,AD,AD,AD,AD,AD,AD,VA,AD,AD,AD,样,PRCL,тоже
5523,5523,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
5524,5524,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,思,NN,мысли
5525,5525,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,想,NN,мысли
5526,5526,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,NOUN,мысли
5527,5527,VV,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,转,NN,поворот
5528,5528,VV,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,变,NN,поворот
5529,5529,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,）,PU,)
5530,5530,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PU,.
5531,5531,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,PN,меня
5532,5532,AD,AD,AD,AD,AD,AD,AD,VC,VV,AD,AD,也,PRCL,же
5533,5533,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,VC,была
5534,5534,VA,PN,VA,DT,PN,VA,PN,PN,PN,PN,VA,这,ADJF,такая
5535,5535,VA,PN,VA,DT,PN,VA,PN,PN,PN,PN,VA,样,ADJF,такая
5536,5536,SP,SP,SP,DEG,SP,SP,SP,SP,SP,DEG,SP,的,ADJF,такая
5537,5537,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PU,.
5538,5538,VV,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,难,ADJF,неуловимое
5539,5539,P,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,以,ADJF,неуловимое
5540,5540,VV,VV,VV,VV,VV,VV,AD,VV,VV,VV,VV,觉,ADJF,неуловимое
5541,5541,VV,VV,VV,VV,VV,VV,AD,VV,VV,VV,VV,察,ADJF,неуловимое
5542,5542,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,ADJF,неуловимое
5543,5543,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,物,NN,вещество
5544,5544,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,体,NN,вещество
5545,5545,NN,VV,VV,VV,DEG,VV,VV,VV,VV,VV,VV,颤,VV,шевелится
5546,5546,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,动,VV,шевелится
5547,5547,NN,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,着,AS,шевелится
5548,5548,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,","
5549,5549,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,生,VV,живет
5550,5550,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,存,VV,живет
5551,5551,NN,AS,AS,VV,AS,AS,AS,AS,AS,DEG,AS,着,AS,живет
5552,5552,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,．,,
5553,5553,NN,VV,P,VV,P,P,VV,VV,P,VV,P,透,P,сквозь
5554,5554,NN,VV,P,VV,P,P,VV,VV,P,VV,P,过,P,сквозь
5555,5555,NN,NN,NN,VV,NN,NN,NN,NN,NN,Mg,NN,指,NN,пальцы
5556,5556,NN,NN,NN,LC,NN,NN,NN,NN,NN,Mg,NN,间,PREP,сквозь
5557,5557,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,散,VV,сыплется
5558,5558,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,落,VV,сыплется
5559,5559,VV,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,着,AS,сыплется
5560,5560,PU,PU,PU,PU,NN,PU,PU,PU,PU,PU,PU,—,PU,—
5561,5561,PU,PU,PU,PU,NN,PU,PU,PU,PU,PU,PU,—,PU,—
5562,5562,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,试,INTJ,поди
5563,5563,VV,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,着,INTJ,поди
5564,5564,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,抓,VV,удержи
5565,5565,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,住,VV,удержи
5566,5566,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,它,,
5567,5567,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,","
5568,5568,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,认,VV,разгляди
5569,5569,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,出,VV,разгляди
5570,5570,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,它,,
5571,5571,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,","
5572,5572,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,深,VV,вдумайся
5573,5573,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,思,VV,вдумайся
5574,5574,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,它,,
5575,5575,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
5576,5576,PU,PU,PU,PU,VV,PU,PU,PU,PU,PU,PU,‘,PU,—
5577,5577,AD,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,不,AD,нет
5578,5578,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,","
5579,5579,VV,PN,PN,DT,PN,VV,PN,PN,PN,PN,PN,这,PRCL,это
5580,5580,VC,PN,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
5581,5581,NN,NN,JJ,JJ,JJ,JJ,NN,NN,NN,JJ,JJ,外,VERB,приезжают
5582,5582,NN,NN,JJ,JJ,JJ,JJ,NN,NN,NN,JJ,JJ,来,VERB,приезжают
5583,5583,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
5584,5584,VV,VA,VV,VV,NN,VV,VV,VA,VV,VV,VV,干,,
5585,5585,SP,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
5586,5586,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PU,.
5587,5587,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,PU,—
5588,5588,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,算,VV,бросьте
5589,5589,VV,VV,VV,AS,DEG,VV,DEG,VV,DEG,DEG,VV,了,VV,бросьте
5590,5590,SP,SP,SP,SP,PN,SP,SP,SP,SP,SP,SP,吧,VERB,бросьте
5591,5591,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,","
5592,5592,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,安,NR,антон
5593,5593,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,东,NR,антон
5594,5594,NR,NR,NR,NR,PU,NR,NR,PU,NR,PU,NR,·,,
5595,5595,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,安,NR,андреевич
5596,5596,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,德,NR,андреевич
5597,5597,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,列,NR,андреевич
5598,5598,NR,NR,NR,NR,NR,NR,NR,DEG,NR,NR,NR,耶,NR,андреевич
5599,5599,NR,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,维,NR,андреевич
5600,5600,NR,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,奇,NR,андреевич
5601,5601,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,","
5602,5602,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,PN,я
5603,5603,VV,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,现,NT,сейчас
5604,5604,P,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,在,NT,сейчас
5605,5605,VV,AD,AD,AD,AD,AD,AD,AD,VV,AD,AD,从,AD,никогда
5606,5606,VV,AD,AD,AD,AD,AD,AD,AD,VV,AD,AD,来,AD,никогда
5607,5607,VV,AD,AD,VV,VV,AD,AD,VV,VV,VV,AD,没,AD,никогда
5608,5608,VE,AD,AD,VV,VV,AD,AD,VV,VV,VV,AD,有,AD,никогда
5609,5609,VV,PN,AD,DT,PN,AD,PN,PN,PN,PN,AD,这,,
5610,5610,VV,PN,AD,DT,PN,AD,PN,PN,PN,PN,AD,样,,
5611,5611,VV,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,严,ADVB,всерьез
5612,5612,VV,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,肃,ADVB,всерьез
5613,5613,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PU,.
5614,5614,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,每,DT,каждое
5615,5615,CD,CD,CD,CD,DT,CD,CD,CD,CD,CD,CD,一,ADJF,каждое
5616,5616,NN,M,M,M,M,M,M,NN,CD,M,M,处,M,ранение
5617,5617,NN,VV,NN,NN,NN,NN,NN,VV,NN,NN,NN,伤,NN,ранение
5618,5618,NN,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,无,CONJ,безусловно
5619,5619,NN,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,疑,CONJ,безусловно
5620,5620,NN,NN,AD,AD,AD,AD,AD,VV,VV,AD,AD,都,ADJF,каждое
5621,5621,NN,NN,VV,VV,VV,AD,AD,VV,VV,VV,VV,会,,
5622,5622,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
5623,5623,VV,VV,VV,VV,VA,VV,VV,VV,VV,VV,VV,致,ADVB,смертельно
5624,5624,VV,VV,VV,VV,VA,VV,VV,VV,VV,VV,VV,命,ADVB,смертельно
5625,5625,SP,SP,SP,DEG,SP,SP,SP,SP,SP,DEG,SP,的,ADVB,смертельно
5626,5626,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PU,.
5627,5627,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,你,PN,ты
5628,5628,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,认,VV,думаешь
5629,5629,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,为,VV,думаешь
5630,5630,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,–
5631,5631,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,事,NN,дело
5632,5632,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,情,NN,дело
5633,5633,VA,l,VE,VV,VE,AS,VE,VE,VE,NR,VE,没,ADJF,мертвое
5634,5634,VA,l,NN,VV,VV,AS,VV,VV,NN,NR,NN,门,ADJF,мертвое
5635,5635,VV,l,NN,NN,NN,AS,VV,VV,NN,NN,NN,儿,ADJF,мертвое
5636,5636,PU,PU,PU,PU,PU,PU,PU,PU,PU,Dg,PU,？,PU,?
5637,5637,PU,PU,PU,PU,PU,PU,PU,PU,PU,Dg,PU,”,,
5638,5638,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,PU,–
5639,5639,VA,JJ,JJ,JJ,NR,JJ,JJ,JJ,JJ,VA,JJ,小,JJ,попка
5640,5640,NN,NN,NN,NN,NR,NN,VA,NN,NN,NN,NN,鹦,NN,попка
5641,5641,NN,NN,NN,NN,DEG,NN,VA,NN,NN,NN,NN,鹉,NN,попка
5642,5642,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
5643,5643,VV,M,M,M,M,M,M,M,M,M,M,个,,
5644,5644,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,傻,NN,дурак
5645,5645,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,瓜,NN,дурак
5646,5646,PU,NN,PU,PU,NN,PU,PU,PU,PU,NR,PU,!,PU,!
5647,5647,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
5648,5648,P,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,NOUN,приезде
5649,5649,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,达,PREP,в
5650,5650,NR,NR,NR,NR,NR,NR,NR,NR,NR,NT,NR,罗,NR,ростов
5651,5651,NR,NR,NR,NR,NR,NR,NR,NR,NR,NT,NR,斯,NR,ростов
5652,5652,NR,NR,NR,NR,NR,NR,NR,NR,NR,NT,NR,托,NR,ростов
5653,5653,NR,NR,NR,NR,NR,NR,NR,NR,NR,NT,NR,夫,NR,ростов
5654,5654,LC,LC,LC,LC,LC,LC,LC,NT,LC,LC,LC,以,,
5655,5655,NN,LC,LC,LC,LC,LC,LC,NT,LC,LC,LC,后,,
5656,5656,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
5657,5657,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,,
5658,5658,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,立,PRCL,же
5659,5659,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,刻,PRCL,же
5660,5660,P,P,P,P,P,P,P,P,P,P,P,按,P,по
5661,5661,P,P,P,P,P,P,P,P,P,P,P,照,P,по
5662,5662,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,地,NN,адресу
5663,5663,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,址,NN,адресу
5664,5664,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,找,VV,побежал
5665,5665,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,AS,побежал
5666,5666,VV,VV,VV,VV,VV,VV,DEG,VV,VV,VV,VV,去,VV,побежал
5667,5667,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,PU,.
5668,5668,P,LC,NT,LC,NT,AS,LC,NT,LC,LC,NT,以,,
5669,5669,NN,LC,NT,LC,NT,AS,LC,NT,LC,LC,NT,后,,
5670,5670,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
5671,5671,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,花,NN,расходы
5672,5672,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,费,NN,расходы
5673,5673,AD,VV,AD,VV,AD,VV,VV,VV,VV,VV,AD,可,,
5674,5674,AD,VV,AD,VV,AD,VV,VV,VV,VV,VV,AD,能,,
5675,5675,VA,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,还,AD,еще
5676,5676,VV,VV,VV,VV,VV,VV,VV,VV,VV,AD,VV,不,PRCL,не
5677,5677,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,止,,
5678,5678,VA,PN,PN,DT,PN,PN,PN,PN,PN,PN,PN,这,ADJF,такие
5679,5679,AD,PN,PN,DT,PN,PN,PN,PN,PN,M,PN,些,,
5680,5680,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,呢,,
5681,5681,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,.
5682,5682,NN,PN,JJ,DT,PN,JJ,PN,PN,PN,PN,JJ,这,JJ,такая
5683,5683,NN,PN,JJ,DT,PN,JJ,PN,PN,PN,PN,JJ,样,JJ,такая
5684,5684,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,ADJF,такая
5685,5685,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,名,NN,репутация
5686,5686,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,声,NN,репутация
5687,5687,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,、,PU,","
5688,5688,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,她,PN,ее
5689,5689,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,NPRO,ее
5690,5690,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,教,NN,образование
5691,5691,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,养,NN,образование
5692,5692,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,","
5693,5693,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,典,ADJF,изящная
5694,5694,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,雅,ADJF,изящная
5695,5695,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,ADJF,изящная
5696,5696,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,风,NN,манера
5697,5697,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,度,NN,манера
5698,5698,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,、,PU,","
5699,5699,VA,VA,VA,VA,VA,NN,VA,VA,VA,VA,VA,机,NOUN,остроумие
5700,5700,VA,VA,VA,VA,VA,NN,VA,VA,VA,VA,VA,敏,NOUN,остроумие
5701,5701,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,NOUN,остроумие
5702,5702,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,谈,NN,остроумие
5703,5703,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,吐,NN,остроумие
5704,5704,VV,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,-,PU,--
5705,5705,VV,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,-,PU,--
5706,5706,VV,DT,DT,DT,DT,NN,DT,DT,DT,DT,DT,这,PRCL,это
5707,5707,CD,PN,PN,DT,PN,NN,PN,PN,PN,PN,PN,一,PRCL,всё
5708,5708,CD,PN,PN,DT,PN,NN,PN,PN,PN,PN,PN,切,PRCL,всё
5709,5709,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,最,AD,окончательно
5710,5710,VV,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,终,AD,окончательно
5711,5711,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,使,VV,утвердило
5712,5712,NR,NR,NR,NR,NR,NR,NR,NR,NR,PU,NR,阿,NR,афанасия
5713,5713,NR,NR,NR,NR,NR,NR,NR,NN,NR,PU,NR,法,NR,афанасия
5714,5714,NR,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,纳,NR,афанасия
5715,5715,NR,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,西,NR,афанасия
5716,5716,NR,NR,NR,NR,PU,NR,NR,PU,NR,PU,NR,·,,
5717,5717,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,伊,NR,ивановича
5718,5718,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,万,NR,ивановича
5719,5719,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,诺,NR,ивановича
5720,5720,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,维,NR,ивановича
5721,5721,AD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,奇,NR,ивановича
5722,5722,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,确,VV,утвердило
5723,5723,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,信,VV,утвердило
5724,5724,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,可,,
5725,5725,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,以,,
5726,5726,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,实,,
5727,5727,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,施,,
5728,5728,CD,CD,CD,CD,CD,JJ,CD,mq,CD,CD,CD,一,,
5729,5729,NN,CD,M,M,M,JJ,CD,mq,CD,CD,M,个,,
5730,5730,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,计,NN,плане
5731,5731,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,划,NN,плане
5732,5732,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,.
5733,5733,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,她,PN,она
5734,5734,OD,OD,OD,OD,CD,CD,OD,mq,OD,OD,OD,第,ADJF,первая
5735,5735,OD,OD,OD,OD,CD,CD,OD,mq,OD,OD,OD,一,ADJF,первая
5736,5736,NN,M,M,M,M,M,M,mq,CD,M,M,个,ADJF,первая
5737,5737,NN,VV,VV,VV,VV,VV,VV,P,VV,VV,VV,让,VV,выдала
5738,5738,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,她,PN,ее
5739,5739,NN,AD,AD,AD,VV,AD,AD,VV,AD,AD,AD,当,NOUN,позор
5740,5740,NN,AD,AD,AD,VV,AD,AD,VV,AD,AD,AD,众,NOUN,позор
5741,5741,VV,VV,VV,VV,VV,VV,AD,VV,VV,VV,VV,受,NOUN,позор
5742,5742,VV,VV,VV,VV,VV,VV,AD,VV,VV,VV,VV,辱,NOUN,позор
5743,5743,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,：,PU,:
5744,5744,VV,P,P,P,VV,P,P,P,P,P,P,当,CONJ,когда
5745,5745,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,村,NN,деревне
5746,5746,NN,NN,NN,NN,P,NN,NN,NN,NN,NN,NN,里,NN,деревне
5747,5747,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,VERB,услышали
5748,5748,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,听,VV,услышали
5749,5749,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,说,VV,услышали
5750,5750,VV,NR,NR,NR,NR,NR,NR,NR,NR,SP,NR,玛,NR,мари
5751,5751,VV,NR,NR,NR,NR,NR,NR,NR,NR,SP,NR,丽,NR,мари
5752,5752,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,回,VV,воротилась
5753,5753,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,来,VV,воротилась
5754,5754,AS,AS,AS,AS,AS,AS,AS,AS,AS,AS,AS,了,AS,воротилась
5755,5755,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,PU,;
5756,5756,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,大,PRCL,все
5757,5757,PN,PN,PN,PN,PN,PN,PN,NN,PN,PN,PN,家,PRCL,все
5758,5758,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,便,CONJ,то
5759,5759,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,跑,VV,побежали
5760,5760,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,来,VV,побежали
5761,5761,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,看,VV,смотреть
5762,5762,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,她,,
5763,5763,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,CONJ,и
5764,5764,VA,l,AD,VV,VA,AD,AD,VA,AD,AD,AD,差,PRCL,не
5765,5765,VA,l,AD,VV,VA,AD,AD,VA,AD,AD,AD,不,PRCL,не
5766,5766,VA,l,AD,VV,VA,AD,AD,VA,AD,AD,AD,多,PRCL,не
5767,5767,DT,NN,DT,NN,NN,NN,NN,NN,NN,NN,DT,全,DT,вся
5768,5768,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,村,NN,деревня
5769,5769,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,人,NN,деревня
5770,5770,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,都,ADJF,вся
5771,5771,VV,VV,VV,VV,VV,AD,VV,VV,VV,NN,VV,愧,,
